,Year,Total,APPLICATION_TYPE,STATUS,ADDRESS,Postcode,_id,Neighbourhood,Rent
453,2018,"1,370",CD,Draft Plan Approved,124 PARLIAMENT ST,M5A,133131,,
550,2018,"1,370",CD,Under Review ,169 JONES AVE,M4M,133160,,
735,2016,"1,240",CD,Closed,715 KINGSTON RD,M4E,133205,The Beaches,"1,217"
734,2016,"1,240",CD,Closed,663 KINGSTON RD,M4E,133338,The Beaches,"1,217"
126,2013,"1,138",CD,Closed,66 KIPPENDAVIE AVE,M4L,133418,,
485,2018,"1,370",CD,Draft Plan Approved,14 TRENT AVE,M4C,133566,,
149,2019,,CD,Under Review ,1628 QUEEN ST,M4L,133935,,
153,2019,,CD,Under Review ,1624 QUEEN ST,M4L,133938,,
106,2009,"1,018",CD,Draft Plan Approved,6 DALE AVE,M4W,134127,,
127,2013,"1,138",CD,Closed,19 KIPPENDAVIE AVE,M4L,134213,,
501,2017,"1,308",CD,Closed,1133 YONGE ST,M4T,134223,Moore Park,"1,737"
128,2013,"1,138",CD,Closed,323 KINGSTON RD,M4L,134389,,
483,2014,"1,170",CD,Closed,2055 DANFORTH AVE,M4C,134421,,
484,2014,"1,170",CD,Closed,2057 DANFORTH AVE,M4C,134424,,
144,2019,,CD,Under Review ,196 WOODBINE AVE,M4L,134436,,
497,2011,"1,073",CD,Closed,184 ST CLAIR AVE,M4T,134464,Moore Park,"1,003"
140,2018,"1,370",CD,Under Review ,73 WOODBINE AVE,M4L,134641,,
141,2018,"1,370",CD,Under Review ,3 BULLER AVE,M4L,134661,,
146,2019,,CD,Under Review ,1880 QUEEN ST,M4L,134680,,
145,2019,,CD,Under Review ,1878 QUEEN ST,M4L,134685,,
129,2013,"1,138",CD,Closed,4 BELLEFAIR AVE,M4L,134694,,
732,2014,"1,170",CD,Closed,580 KINGSTON RD,M4E,134732,The Beaches,"1,129"
142,2018,"1,370",CD,Under Review ,77 WOODBINE AVE,M4L,134867,,
139,2018,"1,370",CD,Under Review ,79 WOODBINE AVE,M4L,134870,,
143,2018,"1,370",CD,Under Review ,83 WOODBINE AVE,M4L,134873,,
147,2019,,CD,Under Review ,1630 QUEEN ST,M4L,134905,,
793,2017,"1,308",CD,Closed,195 ROEHAMPTON AVE,M4P,135005,,
795,2017,"1,308",CD,Closed,143 REDPATH AVE,M4P,135013,,
796,2017,"1,308",CD,Closed,145 REDPATH AVE,M4P,135017,,
794,2017,"1,308",CD,Closed,183 ROEHAMPTON AVE,M4P,135021,,
135,2016,"1,240",CD,Closed,1960 A QUEEN ST,M4L,135147,,
137,2016,"1,240",CD,Closed,1960 QUEEN ST,M4L,135151,,
804,2018,"1,370",CD,Draft Plan Approved,173 ROEHAMPTON AVE,M4P,135176,,
714,2016,"1,240",CD,Closed,124 BELSIZE DR,M4S,135217,,
790,2017,"1,308",CD,Closed,185 ROEHAMPTON AVE,M4P,135297,,
788,2017,"1,308",CD,Closed,187 ROEHAMPTON AVE,M4P,135301,,
787,2017,"1,308",CD,Closed,189 ROEHAMPTON AVE,M4P,135305,,
713,2016,"1,240",CD,Closed,68 MERTON ST,M4S,135370,,
503,2019,,CD,Under Review ,1331 YONGE ST,M4T,135414,,
806,2018,"1,370",CD,Draft Plan Approved,165 ROEHAMPTON AVE,M4P,135449,,
487,2019,,CD,Under Review ,2315 DANFORTH AVE,M4C,135556,,
786,2017,"1,308",CD,Under Review ,197 REDPATH AVE,M4P,135572,,
785,2017,"1,308",CD,Under Review ,95 BROADWAY AVE,M4P,135576,,
502,2017,"1,308",CD,Closed,104 ROSEDALE HEIGHTS DR,M4T,135717,Moore Park,"1,737"
784,2017,"1,308",CD,Under Review ,107 BROADWAY AVE,M4P,135881,,
486,2019,,CD,Under Review ,2301 DANFORTH AVE,M4C,135950,,
112,2018,"1,370",CD,Draft Plan Approved,1027 YONGE ST,M4W,136228,Rosedale,**
803,2018,"1,370",CD,Draft Plan Approved,10 EGLINTON AVE,M4P,136280,,
792,2017,"1,308",CD,Closed,139 REDPATH AVE,M4P,136285,,
783,2017,"1,308",CD,Closed,141 REDPATH AVE,M4P,136289,,
500,2017,"1,308",CD,Closed,126 HUDSON DR,M4T,136337,Moore Park,"1,737"
731,2013,"1,138",CD,Closed,2316 GERRARD ST,M4E,136456,The Beaches,"1,148"
498,2013,"1,138",CD,Closed,1815 YONGE ST,M4T,136485,Moore Park,"1,439"
16,2018,"1,370",CD,Under Review ,34 COULSON AVE,M4V,136650,,
284,2014,"1,170",CD,Draft Plan Approved,1733-1735 BATHURST ST,M5P,136719,Forest Hill North,"1,299"
715,2018,"1,370",CD,Under Review ,2131 YONGE ST,M4S,136893,,
286,2014,"1,170",CD,Closed,193 DUPLEX AVE,M5P,137051,Forest Hill North,"1,299"
283,2013,"1,138",CD,Closed,17 GLEBE RD,M5P,137147,Forest Hill North,"1,249"
710,2013,"1,138",CD,Closed,2008 YONGE ST,M4S,137151,,
799,2018,"1,370",CD,Draft Plan Approved,151 ROEHAMPTON AVE,M4P,137178,,
802,2018,"1,370",CD,Draft Plan Approved,157 ROEHAMPTON AVE,M4P,137259,,
791,2017,"1,308",CD,Closed,191 ROEHAMPTON AVE,M4P,137262,,
789,2017,"1,308",CD,Closed,193 ROEHAMPTON AVE,M4P,137266,,
797,2018,"1,370",CD,Draft Plan Approved,161 ROEHAMPTON AVE,M4P,137467,,
798,2018,"1,370",CD,Draft Plan Approved,167 ROEHAMPTON AVE,M4P,137472,,
14,2016,"1,240",CD,Closed,282 ST CLAIR AVE,M4V,137621,,
5,2014,"1,170",CD,Closed,288 ST CLAIR AVE,M4V,137624,,
4,2014,"1,170",CD,Closed,290 ST CLAIR AVE,M4V,137898,,
781,2015,"1,208",CD,Closed,538 EGLINTON AVE,M4P,137927,,
716,2013,"1,138",CD,Closed,439 DUPLEX AVE,M4R,138723,,
293,2014,"1,170",CD,Closed,195 DUPLEX AVE,M5P,138788,Forest Hill North,"1,299"
294,2014,"1,170",CD,Closed,197 DUPLEX AVE,M5P,138791,Forest Hill North,"1,299"
292,2014,"1,170",CD,Closed,199 DUPLEX AVE,M5P,138794,Forest Hill North,"1,299"
291,2014,"1,170",CD,Closed,201 DUPLEX AVE,M5P,138797,Forest Hill North,"1,299"
290,2014,"1,170",CD,Closed,203 DUPLEX AVE,M5P,138800,Forest Hill North,"1,299"
289,2014,"1,170",CD,Closed,205 DUPLEX AVE,M5P,138803,Forest Hill North,"1,299"
709,2013,"1,138",CD,Closed,1994-2000 YONGE ST,M4S,138807,,
77,2008,"1,021",CD,Closed,740 EGLINTON AVE,M5N,138838,,
288,2014,"1,170",CD,Closed,207 DUPLEX AVE,M5P,139026,Forest Hill North,"1,299"
300,2014,"1,170",CD,Closed,209 DUPLEX AVE,M5P,139106,Forest Hill North,"1,299"
295,2014,"1,170",CD,Closed,211 DUPLEX AVE,M5P,139109,Forest Hill North,"1,299"
301,2014,"1,170",CD,Closed,54 BERWICK AVE,M5P,139148,Forest Hill North,"1,299"
302,2014,"1,170",CD,Closed,56 BERWICK AVE,M5P,139151,Forest Hill North,"1,299"
303,2014,"1,170",CD,Closed,58 BERWICK AVE,M5P,139154,Forest Hill North,"1,299"
304,2014,"1,170",CD,Closed,62 BERWICK AVE,M5P,139157,Forest Hill North,"1,299"
305,2014,"1,170",CD,Closed,66 BERWICK AVE,M5P,139236,Forest Hill North,"1,299"
296,2014,"1,170",CD,Closed,68 BERWICK AVE,M5P,139457,Forest Hill North,"1,299"
297,2014,"1,170",CD,Closed,70 BERWICK AVE,M5P,139460,Forest Hill North,"1,299"
298,2014,"1,170",CD,Closed,72 BERWICK AVE,M5P,139463,Forest Hill North,"1,299"
299,2014,"1,170",CD,Closed,74 BERWICK AVE,M5P,139466,Forest Hill North,"1,299"
504,2011,"1,073",CD,Closed,555 MORTIMER AVE,M4J,140171,,
851,2018,"1,370",CD,Under Review ,101 OAKDALE RD,M3N,140418,,
717,2019,,CD,Under Review ,117 ROSELAWN AVE,M4R,140678,,
757,2014,"1,170",CD,Closed,877 WILSON AVE,M3K,142070,,
758,2016,"1,240",CD,Closed,855 WILSON AVE,M3K,142075,,
75,2015,"1,208",CD,Closed,209 WICKSTEED AVE,M4G,142258,,
76,2019,,CD,Under Review ,3 SOUTHVALE DR,M4G,142577,,
71,2008,"1,021",CD,Closed,170 WICKSTEED AVE,M4G,142682,,
73,2012,"1,108",CD,Refused,1477 BAYVIEW AVE,M4G,143005,,
850,2017,"1,308",CD,Closed,2522 KEELE ST,M6L,143077,Downsview,"1,120"
279,2015,"1,208",CD,Closed,2277-2295 SHEPPARD AVE,M9M,143591,,
514,2012,"1,108",CD,Closed,701 SHEPPARD AVE,M3H,143952,Bathurst Manor,"1,111"
495,2011,"1,073",CD,Closed,200-214 DOLOMITE DR,M3J,144028,,
521,2013,"1,138",CD,Closed,545 WILSON AVE,M3H,144183,Bathurst Manor,"1,181"
496,2018,"1,370",CD,Under Review ,35 TANGIERS RD,M3J,144321,,
719,2015,"1,208",CD,Closed,645 LAWRENCE AVE,M6A,144459,,
720,2015,"1,208",CD,Closed,643 LAWRENCE AVE,M6A,144462,,
721,2015,"1,208",CD,Closed,641 LAWRENCE AVE,M6A,144465,,
722,2015,"1,208",CD,Closed,639 LAWRENCE AVE,M6A,144468,,
513,2012,"1,108",CD,Closed,525 WILSON AVE,M3H,144521,Bathurst Manor,"1,111"
278,2010,"1,048",CD,Closed,2277-2295 SHEPPARD AVE,M9M,145142,,
522,2018,"1,370",CD,Draft Plan Approved,747 SHEPPARD AVE,M3H,145205,Bathurst Manor,"1,342"
761,2014,"1,170",CD,Closed,2828 BATHURST ST,M6B,145673,,
724,2016,"1,240",CD,Closed,770 LAWRENCE AVE,M6A,145743,,
725,2016,"1,240",CD,Closed,3083-3085 DUFFERIN ST,M6A,145814,,
726,2016,"1,240",CD,Closed,3089 DUFFERIN ST,M6A,145815,,
729,2017,"1,308",CD,Draft Plan Approved,3089 DUFFERIN ST,M6A,145816,,
516,2012,"1,108",CD,Closed,760 SHEPPARD AVE,M3H,146095,Bathurst Manor,"1,111"
517,2012,"1,108",CD,Closed,764 SHEPPARD AVE,M3H,146098,Bathurst Manor,"1,111"
518,2012,"1,108",CD,Closed,724 SHEPPARD AVE,M3H,146685,Bathurst Manor,"1,111"
242,2017,"1,308",CD,Draft Plan Approved,5218 YONGE ST,M2N,146890,,
236,2014,"1,170",CD,Closed,4750 YONGE ST,M2N,146902,,
646,2015,"1,208",CD,Closed,15 ELDORA AVE,M2M,146949,,
637,2015,"1,208",CD,Closed,17 ELDORA AVE,M2M,146952,,
638,2015,"1,208",CD,Closed,19 ELDORA AVE,M2M,146955,,
639,2015,"1,208",CD,Closed,21 ELDORA AVE,M2M,146959,,
640,2015,"1,208",CD,Closed,23 ELDORA AVE,M2M,146962,,
641,2015,"1,208",CD,Closed,25 ELDORA AVE,M2M,146965,,
642,2015,"1,208",CD,Closed,49 HENDON AVE,M2M,146968,,
643,2015,"1,208",CD,Closed,9 ELDORA AVE,M2M,147108,,
645,2015,"1,208",CD,Closed,11 ELDORA AVE,M2M,147111,,
644,2015,"1,208",CD,Closed,28 GREENVIEW AVE,M2M,147160,,
241,2017,"1,308",CD,Draft Plan Approved,5200 YONGE ST,M2N,147168,,
216,2010,"1,048",CD,Draft Plan Approved,2 ANNDALE DR,M2N,148944,,
223,2011,"1,073",CD,Closed,17 ANNDALE DR,M2N,148945,,
706,2013,"1,138",CD,Draft Plan Approved,2500 BAYVIEW AVE,M2L,149146,,
235,2013,"1,138",CD,Closed,393 SPRING GARDEN AVE,M2N,149336,,
708,2017,"1,308",CD,Draft Plan Approved,108 BAYVIEW RIDGE  ,M2L,149354,,
707,2017,"1,308",CD,Draft Plan Approved,103 BAYVIEW RIDGE  ,M2L,149650,,
648,2016,"1,240",CD,Draft Plan Approved,43 DREWRY AVE,M2M,149803,,
778,2015,"1,208",CD,Final Approval Completed,206 FINCH AVE,M2R,149898,,
247,2019,,CD,Under Review ,2966 BAYVIEW AVE,M2N,149971,,
636,2012,"1,108",CD,Closed,5740 YONGE ST,M2M,150107,,
777,2015,"1,208",CD,Final Approval Completed,208 FINCH AVE,M2R,150119,,
230,2012,"1,108",CD,Closed,139 FINCH AVE,M2N,150277,,
232,2012,"1,108",CD,Closed,141 FINCH AVE,M2N,150281,,
224,2011,"1,073",CD,Closed,169 FINCH AVE,M2N,150286,,
225,2011,"1,073",CD,Closed,171 FINCH AVE,M2N,150290,,
227,2011,"1,073",CD,Closed,173 FINCH AVE,M2N,150590,,
226,2011,"1,073",CD,Closed,177 FINCH AVE,M2N,150594,,
234,2012,"1,108",CD,Closed,131 FINCH AVE,M2N,151195,,
764,2014,"1,170",CD,Application Received,75 THE DONWAY  ,M3C,151336,Flemingdon Park,"1,102"
763,2014,"1,170",CD,Closed,75 THE DONWAY  ,M3C,151337,Flemingdon Park,"1,102"
217,2010,"1,048",CD,Closed,2958 BAYVIEW AVE,M2N,151404,,
218,2010,"1,048",CD,Closed,2956 BAYVIEW AVE,M2N,151406,,
219,2010,"1,048",CD,Closed,2954 BAYVIEW AVE,M2N,151469,,
229,2012,"1,108",CD,Closed,133 FINCH AVE,M2N,151478,,
233,2012,"1,108",CD,Closed,137 FINCH AVE,M2N,151482,,
220,2010,"1,048",CD,Closed,2952 BAYVIEW AVE,M2N,151766,,
253,2014,"1,170",CD,Draft Plan Approved,1181 SHEPPARD AVE,M2K,151812,Bayview Village,"1,328"
696,2016,"1,240",CD,Closed,125 PARKWAY FOREST DR,M2J,151946,Henry Farm,"1,396"
251,2011,"1,073",CD,Closed,17 KENASTON GDNS,M2K,152107,Bayview Village,"1,381"
244,2018,"1,370",CD,Under Review ,3052 BAYVIEW AVE,M2N,152224,,
657,2016,"1,240",CD,Closed,935 EGLINTON AVE,M6C,152280,Humewood-Cedarvale,"1,386"
259,2019,,CD,Under Review ,14 GREENBRIAR RD,M2K,152301,,
697,2016,"1,240",CD,Closed,65 FOREST MANOR RD,M2J,152723,Henry Farm,"1,396"
698,2016,"1,240",CD,Closed,110 PARKWAY FOREST DR,M2J,152725,Henry Farm,"1,396"
680,2013,"1,138",CD,Draft Plan Approved,100 PARKWAY FOREST DR,M2J,152727,Henry Farm,"1,217"
257,2018,"1,370",CD,Draft Plan Approved,591 SHEPPARD AVE,M2K,152795,Bayview Village,"1,659"
853,2019,,CD,Under Review ,1880 O'CONNOR DR,M4A,152890,,
679,2013,"1,138",CD,Closed,100 PARKWAY FOREST DR,M2J,152921,Henry Farm,"1,217"
683,2014,"1,170",CD,Closed,100 PARKWAY FOREST DR,M2J,152923,Henry Farm,"1,288"
694,2016,"1,240",CD,Closed,32-50 FOREST MANOR RD,M2J,153008,Henry Farm,"1,396"
258,2019,,CD,Under Review ,3237 BAYVIEW AVE,M2K,153134,,
676,2015,"1,208",CD,Under Review ,1677 WESTON RD,M9N,153471,Weston,"1,045"
843,2016,"1,240",CD,Closed,396 HOPEWELL AVE,M6E,153812,,
844,2016,"1,240",CD,Closed,398 HOPEWELL AVE,M6E,153816,,
845,2016,"1,240",CD,Closed,398 A HOPEWELL AVE,M6E,153819,,
285,2014,"1,170",CD,Under Review ,320 TWEEDSMUIR AVE,M5P,153923,Forest Hill North,"1,299"
685,2015,"1,208",CD,Closed,2205 SHEPPARD AVE,M2J,153996,Henry Farm,"1,329"
256,2017,"1,308",CD,Closed,577 SHEPPARD AVE,M2K,154007,Bayview Village,"1,538"
287,2014,"1,170",CD,Under Review ,310 TWEEDSMUIR AVE,M5P,154010,Forest Hill North,"1,299"
762,2016,"1,240",CD,Draft Plan Approved,1100 BRIAR HILL AVE,M6B,154237,,
849,2019,,CD,Application Received,1603 EGLINTON AVE,M6E,154304,,
846,2016,"1,240",CD,Closed,404 HOPEWELL AVE,M6E,154344,,
753,2015,"1,208",CD,Closed,441 JANE ST,M6S,155012,,
419,2011,"1,073",CD,Closed,38 TIDESWELL BLVD,M1B,155171,Rouge,913
578,2013,"1,138",CD,Closed,7 B AUSTIN TER,M5R,155292,,
252,2013,"1,138",CD,Draft Plan Approved,18 REAN DR,M2K,155330,Bayview Village,"1,445"
577,2013,"1,138",CD,Closed,7 C AUSTIN TER,M5R,155370,,
576,2013,"1,138",CD,Closed,7:00 AM AUSTIN TER,M5R,155373,,
93,2019,,CD,Under Review ,2150 LAWRENCE AVE,M1R,155449,,
519,2012,"1,108",CD,Closed,760 SHEPPARD AVE,M3H,155583,Bathurst Manor,"1,111"
357,2013,"1,138",CD,Closed,21 WIDMER ST,M5V,155602,,
712,2013,"1,138",CD,Closed,2008 YONGE ST,M4S,155609,,
750,2018,"1,370",CD,Under Review ,25 CORONET RD,M8Z,155638,,
605,2017,"1,308",CD,Closed,21 AVENUE RD,M5R,155658,,
610,2019,,CD,Under Review ,21 AVENUE RD,M5R,155659,,
611,2019,,CD,Under Review ,21 AVENUE RD,M5R,155661,,
612,2019,,CD,Under Review ,21 AVENUE RD,M5R,155662,,
686,2016,"1,240",CD,Closed,125 PARKWAY FOREST DR,M2J,155681,Henry Farm,"1,396"
687,2016,"1,240",CD,Closed,130 PARKWAY FOREST DR,M2J,155689,Henry Farm,"1,396"
590,2015,"1,208",CD,Closed,36 HAZELTON AVE,M5R,155859,,
469,2016,"1,240",CD,Final Approval Completed,3615 MCNICOLL AVE,M1X,155893,,
470,2019,,CD,Under Review ,3615 MCNICOLL AVE,M1X,155895,,
255,2016,"1,240",CD,Closed,780 SHEPPARD AVE,M2K,155897,Bayview Village,"1,496"
261,2010,"1,048",CD,Closed,1636 DUNDAS ST,M6K,155921,,
563,2016,"1,240",CD,Closed,1 SULTAN ST,M5S,155967,,
378,2016,"1,240",CD,Closed,111 BATHURST ST,M5V,156079,,
780,2015,"1,208",CD,Closed,3560 ST CLAIR AVE,M1K,156137,Kennedy Park,"1,006"
779,2015,"1,208",CD,Closed,3560 ST CLAIR AVE,M1K,156137,Ionview,"1,015"
808,2018,"1,370",CD,Draft Plan Approved,2263 YONGE ST,M4P,156170,,
268,2019,,CD,Under Review ,49 EAST LIBERTY ST,M6K,156200,,
78,2011,"1,073",CD,Closed,484 LYTTON BLVD,M5N,156237,,
404,2018,"1,370",CD,Under Review ,25 BATHURST ST,M5V,156301,,
405,2018,"1,370",CD,Under Review ,25 BATHURST ST,M5V,156303,,
705,2018,"1,370",CD,Closed,50 FOREST MANOR RD,M2J,156370,Henry Farm,"1,526"
423,2011,"1,073",CD,Closed,390 CHERRY ST,M5A,156394,,
425,2013,"1,138",CD,Closed,390 CHERRY ST,M5A,156395,,
541,2013,"1,138",CD,Closed,70 BOULTON AVE,M4M,156439,,
664,2014,"1,170",CD,Closed,11 SUPERIOR AVE,M8V,156443,New Toronto,879
430,2015,"1,208",CD,Closed,455 FRONT ST,M5A,156484,,
807,2018,"1,370",CD,Draft Plan Approved,8 EGLINTON AVE,M4P,156491,,
84,2014,"1,170",CD,Closed,2150 LAWRENCE AVE,M1R,156502,,
618,2012,"1,108",CD,Closed,22 LEADER LANE,M5C,156503,,
356,2013,"1,138",CD,Closed,299 ADELAIDE ST,M5V,156589,,
7,2015,"1,208",CD,Closed,377 MADISON AVE,M4V,156599,,
511,2012,"1,108",CD,Closed,06-Feb EVA RD,M9C,156753,,
510,2012,"1,108",CD,Closed,06-Feb EVA RD,M9C,156754,,
385,2016,"1,240",CD,Closed,440 ADELAIDE ST,M5V,156831,,
666,2014,"1,170",CD,Closed,2392-2398 LAKE SHORE BLVD,M8V,156937,New Toronto,879
492,2011,"1,073",CD,Closed,3360 KINGSTON RD,M1M,157365,Cliffcrest,"1,060"
277,2017,"1,308",CD,Under Review ,86 GUIDED CRT,M9V,157648,,
276,2015,"1,208",CD,Closed,6620 FINCH AVE,M9V,157790,,
200,2015,"1,208",CD,Closed,3560 LAKE SHORE BLVD,M8W,157899,Long Branch,949
199,2015,"1,208",CD,Closed,3560 LAKE SHORE BLVD,M8W,157899,Alderwood,"1,084"
197,2015,"1,208",CD,Closed,3560 LAKE SHORE BLVD,M8W,157900,Alderwood,"1,084"
198,2015,"1,208",CD,Closed,3560 LAKE SHORE BLVD,M8W,157900,Long Branch,949
212,2019,,CD,Under Review ,3560 LAKE SHORE BLVD,M8W,157901,,
772,2015,"1,208",CD,Under Review ,431 ROYAL YORK RD,M8Y,158298,,
196,2015,"1,208",CD,Closed,3600 LAKE SHORE BLVD,M8W,158301,Long Branch,949
195,2015,"1,208",CD,Closed,3600 LAKE SHORE BLVD,M8W,158301,Alderwood,"1,084"
193,2015,"1,208",CD,Closed,3600 LAKE SHORE BLVD,M8W,158302,Alderwood,"1,084"
194,2015,"1,208",CD,Closed,3600 LAKE SHORE BLVD,M8W,158302,Long Branch,949
211,2019,,CD,Under Review ,3600 LAKE SHORE BLVD,M8W,158304,,
273,2010,"1,048",CD,Closed,1772-1778 ALBION RD,M9V,158338,,
274,2010,"1,048",CD,Closed,1770 ALBION RD,M9V,158341,,
830,2015,"1,208",CD,Closed,80 GALAXY BLVD,M9W,158463,,
275,2014,"1,170",CD,Closed,1780 ALBION RD,M9V,158610,,
536,2012,"1,108",CD,Closed,1183 QUEEN ST,M4M,158824,,
59,2018,"1,370",CD,Draft Plan Approved,36 WELLESLEY ST,M4Y,158872,,
280,2010,"1,048",CD,Closed,18 LOWER JARVIS ST,M5E,158903,,
711,2013,"1,138",CD,Closed,25 MERTON ST,M4S,158923,,
67,2019,,CD,Under Review ,7 WELLESLEY ST,M4Y,158929,,
68,2019,,CD,Under Review ,7 WELLESLEY ST,M4Y,158930,,
628,2015,"1,208",CD,Closed,50 BARTLETT AVE,M6H,158981,,
718,2013,"1,138",CD,Closed,3 STADACONA DR,M6A,159039,,
74,2014,"1,170",CD,Draft Plan Approved,851 MILLWOOD RD,M4G,159046,,
12,2016,"1,240",CD,Closed,213 ST CLAIR AVE,M4V,159052,,
89,2015,"1,208",CD,Under Review ,1985 VICTORIA PARK AVE,M1R,159076,,
506,2012,"1,108",CD,Closed,6 EVA RD,M9C,159077,,
387,2016,"1,240",CD,Closed,436 ADELAIDE ST,M5V,159117,,
388,2016,"1,240",CD,Closed,442 ADELAIDE ST,M5V,159123,,
730,2017,"1,308",CD,Draft Plan Approved,3091 DUFFERIN ST,M6A,159189,,
267,2014,"1,170",CD,Draft Plan Approved,25 CUNNINGHAM AVE,M6K,159266,,
410,2018,"1,370",CD,Draft Plan Approved,503 ADELAIDE ST,M5V,159290,,
245,2019,,CD,Under Review ,2966 A BAYVIEW AVE,M2N,159385,,
246,2019,,CD,Under Review ,2966 B BAYVIEW AVE,M2N,159387,,
159,2010,"1,048",CD,Closed,50 R RYERSON AVE,M5T,159464,,
88,2015,"1,208",CD,Under Review ,1967 VICTORIA PARK AVE,M1R,159655,,
130,2013,"1,138",CD,Closed,17 KIPPENDAVIE AVE,M4L,159786,,
488,2019,,CD,Under Review ,2301 DANFORTH AVE,M4C,159923,,
579,2013,"1,138",CD,Closed,1 LYNDHURST CRT,M5R,160078,,
254,2014,"1,170",CD,Draft Plan Approved,1001-1019 SHEPPARD AVE,M2K,160158,Bayview Village,"1,328"
626,2014,"1,170",CD,Closed,940 LANSDOWNE AVE,M6H,160223,,
821,2019,,CD,Under Review ,219 CHURCH ST,M5B,160358,,
682,2013,"1,138",CD,Draft Plan Approved,120-130 GEORGE HENRY BLVD,M2J,160412,Henry Farm,"1,217"
681,2013,"1,138",CD,Closed,120-130 GEORGE HENRY BLVD,M2J,160413,Henry Farm,"1,217"
684,2014,"1,170",CD,Closed,120-130 GEORGE HENRY BLVD,M2J,160414,Henry Farm,"1,288"
690,2016,"1,240",CD,Closed,120-130 GEORGE HENRY BLVD,M2J,160416,Henry Farm,"1,396"
545,2014,"1,170",CD,Closed,349 CARLAW AVE,M4M,160500,,
309,2010,"1,048",CD,Closed,150 SUDBURY ST,M6J,160575,,
243,2017,"1,308",CD,Draft Plan Approved,5184 YONGE ST,M2N,160866,,
358,2013,"1,138",CD,Closed,31 WIDMER ST,M5V,160899,,
809,2015,"1,208",CD,Closed,200 JARVIS ST,M5B,160921,,
237,2017,"1,308",CD,Draft Plan Approved,5186 YONGE ST,M2N,161123,,
239,2017,"1,308",CD,Draft Plan Approved,5192 YONGE ST,M2N,161126,,
585,2014,"1,170",CD,Closed,21 AVENUE RD,M5R,161191,,
775,2018,"1,370",CD,Under Review ,144 BERRY RD,M8Y,162125,,
208,2016,"1,240",CD,Closed,636 EVANS AVE,M8W,162284,Long Branch,945
207,2016,"1,240",CD,Closed,636 EVANS AVE,M8W,162284,Alderwood,"1,245"
615,2014,"1,170",CD,Closed,3879 BLOOR ST,M9B,162479,,
776,2018,"1,370",CD,Under Review ,150 BERRY RD,M8Y,162508,,
616,2018,"1,370",CD,Closed,5365 DUNDAS ST,M9B,162606,,
271,2011,"1,073",CD,Closed,1214 ROYAL YORK RD,M9A,162631,,
614,2012,"1,108",CD,Closed,1 VALHALLA INN RD,M9B,162878,,
743,2016,"1,240",CD,Closed,15 ZORRA ST,M8Z,162965,,
613,2012,"1,108",CD,Draft Plan Approved,1 VALHALLA INN RD,M9B,163128,,
512,2016,"1,240",CD,Closed,2 HOLIDAY DR,M9C,163291,,
509,2012,"1,108",CD,Closed,2 EVA RD,M9C,163612,,
508,2012,"1,108",CD,Closed,6 EVA RD,M9C,163614,,
238,2017,"1,308",CD,Draft Plan Approved,5182 YONGE ST,M2N,163756,,
765,2014,"1,170",CD,Draft Plan Approved,18 CONCORDE PL,M3C,163787,Flemingdon Park,"1,102"
63,2019,,CD,Under Review ,11 WELLESLEY ST,M4Y,163794,,
62,2019,,CD,Under Review ,11 WELLESLEY ST,M4Y,163795,,
222,2011,"1,073",CD,Closed,177 FINCH AVE,M2N,163800,,
87,2015,"1,208",CD,Under Review ,1991 VICTORIA PARK AVE,M1R,163823,,
270,2011,"1,073",CD,Closed,1214 ROYAL YORK RD,M9A,163875,,
364,2014,"1,170",CD,Draft Plan Approved,18 FORT YORK BLVD,M5V,163885,,
6,2014,"1,170",CD,Closed,111 ST CLAIR AVE,M4V,163891,,
553,2018,"1,370",CD,Draft Plan Approved,899 QUEEN ST,M4M,164063,,
464,2019,,CD,Under Review ,26 RICHARDSON ST,M5A,164069,,
462,2019,,CD,Under Review ,26 RICHARDSON ST,M5A,164070,,
704,2018,"1,370",CD,Closed,21 ALLENBURY GDNS,M2J,164082,Henry Farm,"1,526"
689,2016,"1,240",CD,Closed,100 PARKWAY FOREST DR,M2J,164094,Henry Farm,"1,396"
627,2014,"1,170",CD,Closed,940 LANSDOWNE AVE,M6H,164125,,
600,2017,"1,308",CD,Closed,501 ST CLAIR AVE,M5R,164152,,
134,2016,"1,240",CD,Closed,1962 A QUEEN ST,M4L,164220,,
311,2011,"1,073",CD,Closed,250 MANNING AVE,M6J,164256,,
688,2016,"1,240",CD,Closed,80 FOREST MANOR RD,M2J,164263,Henry Farm,"1,396"
842,2018,"1,370",CD,Draft Plan Approved,1548 KINGSTON RD,M1N,164287,,
58,2018,"1,370",CD,Draft Plan Approved,5 GLOUCESTER ST,M4Y,164324,,
540,2013,"1,138",CD,Closed,70 BOULTON AVE,M4M,164409,,
589,2015,"1,208",CD,Closed,34 HAZELTON AVE,M5R,164419,,
420,2017,"1,308",CD,Draft Plan Approved,1355 NEILSON RD,M1B,164449,Rouge,"1,141"
269,2010,"1,048",CD,Closed,5101 DUNDAS ST,M9A,164455,,
813,2016,"1,240",CD,Closed,64 B SHUTER ST,M5B,164472,,
306,2014,"1,170",CD,Closed,191 DUPLEX AVE,M5P,164588,Forest Hill North,"1,299"
520,2012,"1,108",CD,Closed,758 SHEPPARD AVE,M3H,164646,Bathurst Manor,"1,111"
691,2016,"1,240",CD,Closed,130 PARKWAY FOREST DR,M2J,164660,Henry Farm,"1,396"
